CLE_ECO,REG_ECOL,LONGITUDE,LATITUDE,ALTITUDE,EXPOSITION,VERSANT,SITUATION,FORME_PENT,CLASS_PENT,FORCE_PENT,PENT_ARRI,HUMUS,HUMUS_EPAI,INDURATION,PIER_PRC,DENSITE,CLASSE_AGE,SUBMERSION,SEEPAGE
02708803,3b,-76.27016187,46.53463305,305,S,M,4,X,C,12,0,MD,5,NO,25,A,JIN,10,NON_SP
02708804,3b,-76.27311789,46.53856156,335,N,H,4,X,D,17,0,MR,8,NO,25,A,JIN,10,NON_SP
02708805,3b,-76.27402563,46.53974194,320,N,M,5,R,C,12,0,MR,10,NO,20,D,10,10,NON_SP
02708806,3b,-76.27492034,46.54093128,320,N,M,5,R,D,16,0,MD,4,NO,25,C,30,10,NON_SP
02708901,3a,-76.39224769,46.53638764,275,S,M,4,R,C,15,1,MR,5,NO,25,C,70,10,NON_SP
02708902,3a,-76.39340695,46.53692854,275,E,M,5,R,C,14,1,MD,5,NO,25,C,70,10,NON_SP
02708903,3a,-76.39546495,46.53791109,305,E,M,5,R,C,13,1,MD,5,NO,24,C,JIN,10,NON_SP
02708904,3a,-76.39872154,46.53941648,335,E,H,5,R,C,11,1,MR,5,NO,25,A,JIN,10,NON_SP
02708905,3a,-76.40044106,46.5402277,350,S,H,5,R,C,12,0,MD,5,NO,30,B,JIN,10,NON_SP
02708906,3a,-76.40517013,46.54239095,305,O,M,7,R,C,13,1,MR,10,NO,45,C,JIN,10,NON_SP
02709001,3b,-76.11205531,46.6365889,260,E,M,5,R,C,15,1,MD,5,NO,25,A,JIN,10,NON_SP
02709002,3b,-76.1147068,46.63657987,275,Totale,M,0,R,A,2,0,SO,50,NO,0,D,70,30,NON_SP
02709003,3b,-76.11683593,46.63656003,275,Totale,M,5,R,B,4,0,MD,6,NO,25,B,JIN,10,NON_SP
02709004,3b,-76.11871702,46.63652133,275,Totale,M,0,R,B,7,1,MR,7,NO,20,B,50,20,NON_SP
02709005,3b,-76.12195612,46.63653208,245,N,B,5,R,C,15,0,MD,6,NO,35,B,70,10,NON_SP
02709006,3b,-76.12318366,46.63656312,245,Totale,B,5,R,D,17,1,MD,4,NO,40,C,JIN,10,NON_SP
02709101,3b,-76.10025666,46.6832767,215,Totale,B,0,R,A,2,0,MR,7,NO,0,C,50,10,NON_SP
02709102,3b,-76.1016485,46.68421719,215,Totale,B,0,R,A,1,0,MD,6,NO,0,D,50,10,NON_SP
02709103,3b,-76.10354785,46.68548331,215,Totale,B,0,R,A,2,0,MR,4,NO,1,C,50,10,NON_SP
02709104,3b,-76.106852,46.68774385,215,Totale,B,0,R,A,2,0,MR,6,NO,1,B,50,10,NON_SP
02709105,3b,-76.1086742,46.68886567,215,Totale,B,0,R,A,2,0,MR,4,NO,0,C,50,10,NON_SP
02709106,3b,-76.11013138,46.68985127,215,Totale,B,0,R,A,1,0,MD,2,NO,3,C,50,10,NON_SP
02709201,3b,-76.21237959,46.67091929,245,N,B,6,X,C,10,0,MR,6,NO,15,C,JIN,10,NON_SP
02709202,3b,-76.21010405,46.66874537,305,N,H,8,R,D,20,0,MD,5,NO,25,C,90,10,NON_SP
02709203,3b,-76.20933728,46.66794272,305,N,H,5,R,D,18,0,MD,6,NO,15,C,70,10,NON_SP
02709204,3b,-76.20829746,46.66688748,305,E,H,5,R,C,15,1,MD,6,NO,30,C,50,10,NON_SP
02709205,3b,-76.2072054,46.66583209,305,Totale,H,0,R,A,3,0,MD,9,NO,30,B,JIN,10,NON_SP
02709206,3b,-76.20604853,46.66468655,290,S,M,4,R,C,9,0,MD,5,NO,25,B,70,10,NON_SP
02709501,3b,-76.18584005,46.89076694,320,S,B,5,R,C,9,0,MR,6,NO,20,C,70,10,NON_SP
02709502,3b,-76.1875016,46.89163513,320,Totale,B,0,R,A,0,0,SO,99,NO,0,D,70,20,NON_SP
02709503,3b,-76.18962148,46.89268446,320,S,B,5,R,C,12,0,MR,5,NO,40,A,VIN,10,NON_SP
02709504,3b,-76.19217322,46.89395982,335,N,M,4,X,C,13,0,MD,5,NO,40,A,70,10,NON_SP
02709505,3b,-76.19374331,46.89479169,350,S,M,5,R,B,8,2,MR,8,NO,35,A,90,10,NON_SP
02709506,3b,-76.1973814,46.8966276,365,N,M,4,R,C,14,0,MD,5,NO,50,B,JIN,10,NON_SP
02709601,3a,-76.19784891,46.46371358,275,O,M,7,X,C,15,1,MD,10,NO,50,D,70,10,NON_SP
02709602,3a,-76.19692152,46.46425095,275,O,M,5,R,D,17,1,MD,5,NO,25,D,70,10,NON_SP
02709603,3a,-76.19582445,46.46485982,290,O,M,5,R,C,11,0,MD,4,NO,25,D,50,10,NON_SP
02709604,3a,-76.19474068,46.46541475,305,O,M,5,R,C,10,0,MD,4,NO,35,D,50,10,NON_SP
02709605,3a,-76.19283384,46.46646228,320,Totale,M,5,R,A,3,0,MD,7,NO,20,B,70,10,NON_SP
02709606,3a,-76.18934652,46.4683692,305,S,M,5,R,D,18,1,MD,7,NO,20,B,70,10,NON_SP
02709701,3a,-76.09568331,46.4582968,200,Totale,B,0,R,A,1,0,MD,6,NO,1,C,30,10,NON_SP
02709702,3a,-76.09559834,46.45922318,200,Totale,B,0,R,A,1,0,MD,6,NO,1,C,30,10,NON_SP
02709703,3a,-76.09527672,46.46221802,215,S,B,5,R,C,9,0,MD,5,NO,10,B,50,10,NON_SP
02709704,3a,-76.09523199,46.4629826,215,Totale,B,4,I,B,8,0,MR,6,NO,35,B,50,10,NON_SP
02709705,3a,-76.09513519,46.463747,215,S,B,5,C,D,18,1,MD,4,NO,25,B,50,10,NON_SP
02709801,3a,-76.228947,46.42561747,230,Totale,B,3,R,B,5,0,MR,6,NO,65,D,50,10,NON_SP
02709802,3a,-76.22765667,46.42607325,230,S,B,5,R,C,10,0,MD,4,NO,15,NO,NO,10,NON_SP
02709803,3a,-76.22476358,46.42700201,260,Totale,M,6,R,B,6,0,MD,4,NO,15,C,70,10,NON_SP
02709804,3a,-76.22296502,46.42760046,260,Totale,M,4,R,B,5,0,MR,5,NO,20,B,70,10,NON_SP
02709805,3a,-76.2206708,46.4284316,260,E,M,5,R,D,27,1,MR,7,NO,35,C,70,10,NON_SP
02709806,3a,-76.21659128,46.42977111,245,N,M,5,R,C,13,1,MR,6,NO,30,C,70,10,NON_SP
02709901,3a,-76.32705421,46.46069806,320,E,M,5,R,C,15,1,MD,5,NO,25,A,JIN,10,NON_SP
02709902,3a,-76.32905954,46.46057512,320,S,M,5,R,B,4,0,MD,11,NO,30,B,JIN,10,NON_SP
02709903,3a,-76.33103868,46.46049709,335,E,M,5,R,C,12,0,MR,6,NO,20,B,JIN,10,NON_SP
02709904,3a,-76.33433309,46.46030397,335,S,M,5,R,B,6,0,MD,5,NO,25,B,50,10,NON_SP
02709905,3a,-76.33749718,46.46014657,335,O,M,4,X,C,11,0,MR,6,NO,25,A,70,10,NON_SP
02709906,3a,-76.34080451,46.45997128,320,E,M,4,X,C,14,0,MR,7,NO,30,B,70,10,NON_SP
02710001,3a,-76.39727016,46.45169579,245,Totale,B,0,C,C,15,0,MD,8,NO,30,C,90,10,NON_SP
02710002,3a,-76.39588853,46.45265721,260,S,B,5,R,C,11,1,MD,9,NO,15,D,JIN,10,NON_SP
02710003,3a,-76.39315116,46.45458003,290,O,M,5,I,D,26,1,MR,6,NO,45,C,JIN,10,NON_SP
02710004,3a,-76.38989213,46.45687115,320,Totale,M,3,X,C,10,0,MD,5,NO,15,A,JIN,10,NON_SP
02710005,3a,-76.38897958,46.45750006,320,E,M,5,R,C,14,1,MD,9,NO,15,B,90,10,NON_SP
02710006,3a,-76.38772805,46.45836254,305,E,M,5,R,C,13,1,MD,5,NO,20,D,JIN,10,NON_SP
02710101,3a,-76.27530602,46.38719277,230,E,B,5,R,D,20,1,MD,4,NO,20,C,JIN,10,NON_SP
02710102,3a,-76.27742088,46.38827655,305,Totale,M,3,X,D,21,0,MR,6,NO,10,C,50,10,NON_SP
02710103,3a,-76.27944539,46.38921616,290,O,B,7,I,B,8,0,MR,5,NO,15,C,JIN,10,NON_SP
02710104,3a,-76.28054828,46.3897851,290,E,B,5,R,D,27,0,MD,7,NO,45,C,JIN,10,NON_SP
02710105,3a,-76.28427238,46.39169956,320,E,M,4,X,D,21,0,MD,4,NO,15,C,JIN,10,NON_SP
02710106,3a,-76.28741311,46.39322593,320,N,M,8,C,B,7,1,MD,6,NO,25,B,JIN,10,SP
02710201,3b,-76.18676791,46.58073656,245,S,B,5,I,C,10,0,MR,5,NO,15,B,120,10,NON_SP
02710202,3b,-76.18959698,46.58074427,245,Totale,B,0,X,B,4,0,MR,9,NO,15,C,50,10,NON_SP
02710203,3b,-76.1915554,46.58077958,260,E,B,5,R,D,25,0,MD,10,NO,25,B,JIN,10,NON_SP
02710204,3b,-76.19368758,46.58087534,290,Totale,B,3,X,B,8,0,MD,3,NO,10,B,JIN,10,NON_SP
02710205,3b,-76.19612494,46.58088184,275,O,B,5,I,C,14,1,MD,9,NO,15,C,JIN,10,SP
02710206,3b,-76.20134736,46.58098563,230,S,B,8,R,A,2,0,TO,20,NO,10,C,50,20,NON_SP
02710401,3b,-76.16806337,46.54229054,260,N,B,5,X,D,26,1,MD,7,NO,30,B,JIN,10,NON_SP
02710402,3b,-76.16648107,46.54091842,320,N,M,5,R,D,23,0,MD,6,NO,25,C,JIN,10,NON_SP
02710403,3b,-76.16557321,46.54013305,335,N,H,5,R,D,30,1,MR,8,NO,4,C,30,10,NON_SP
02710404,3b,-76.16451004,46.53916728,350,O,H,4,X,B,7,0,MR,10,NO,15,C,50,10,NON_SP
02710405,3b,-76.1627592,46.53766866,350,S,H,5,R,B,8,0,MD,6,NO,10,B,50,10,NON_SP
02710406,3b,-76.16077503,46.5359714,335,S,H,7,C,B,8,0,MD,6,NO,40,D,50,10,NON_SP
02710501,3a,-76.61245089,46.49468281,340,Totale,B,0,R,A,2,0,MR,6,NO,40,A,30,20,NON_SP
02710502,3a,-76.61185612,46.49686963,370,S,M,5,R,C,10,2,MD,3,NO,30,NO,NO,10,NON_SP
02710503,3a,-76.61131249,46.49859756,370,Totale,M,0,R,A,2,0,MD,6,NO,30,D,50,10,NON_SP
02710504,3a,-76.61088719,46.50087418,635,N,M,5,R,B,4,0,MD,3,OC,30,A,JIN,10,NON_SP
02710505,3a,-76.61042165,46.50260203,365,N,M,5,R,C,14,2,MD,6,NO,25,D,70,20,NON_SP
02710506,3a,-76.60981376,46.50482483,340,N,M,5,R,B,6,0,MR,6,NO,25,C,70,10,NON_SP
02710801,3a,-76.59574143,46.65289666,335,Totale,B,0,R,A,2,0,MR,7,NO,40,C,JIN,10,NON_SP
02710802,3a,-76.59573152,46.65468699,335,O,B,5,R,C,10,2,MD,5,NO,35,C,70,10,NON_SP
02710803,3a,-76.5955817,46.65863663,320,S,B,4,R,D,18,0,MD,5,NO,35,C,90,10,NON_SP
02710804,3a,-76.59553268,46.66048097,335,S,M,5,R,C,10,0,MD,3,NO,30,C,JIN,10,NON_SP
02710805,3a,-76.59549577,46.66178551,320,N,M,5,R,E,34,1,MR,5,NO,40,C,90,10,NON_SP
02711001,3a,-76.91034334,46.62949337,380,S,B,4,R,C,14,0,MD,6,NO,1,C,50,10,NON_SP
02711002,3a,-76.9139487,46.62961533,410,S,M,4,X,C,11,0,MD,8,NO,2,B,50,10,NON_SP
02711003,3a,-76.91683568,46.62972181,410,O,M,5,R,D,24,0,MR,9,NO,35,C,50,10,NON_SP
02711004,3a,-76.91953963,46.62980189,410,S,M,2,I,E,31,0,MD,4,NO,20,C,JIN,10,NON_SP
02711005,3a,-76.92224416,46.62995388,395,Totale,M,6,R,A,3,0,MD,6,NO,35,B,50,10,NON_SP
02711101,3a,-76.846848,46.53334846,350,O,B,7,R,B,5,1,MD,5,NO,40,D,30,10,NON_SP
02711102,3a,-76.85074942,46.53389437,380,S,M,4,X,C,15,1,MD,6,NO,15,B,JIN,10,NON_SP
02711103,3a,-76.85337258,46.53432714,380,E,M,5,I,E,40,0,MD,7,NO,15,B,70,10,NON_SP
02711104,3a,-76.85717055,46.5349811,380,O,H,5,I,C,15,0,MD,8,NO,25,C,JIN,10,NON_SP
02711105,3a,-76.86111177,46.53559851,380,N,H,2,I,D,27,0,MD,7,NO,30,C,JIN,10,NON_SP
02711106,3a,-76.86318731,46.53599679,335,N,B,5,R,D,27,2,MD,8,OC,30,C,VIN,10,NON_SP
02711201,3a,-76.88365265,46.59294247,335,N,B,5,R,D,28,1,MR,10,NO,65,C,90,10,NON_SP
02711202,3a,-76.88165524,46.59285019,365,N,M,5,I,C,13,0,MR,4,NO,50,B,VIN,10,NON_SP
02711203,3a,-76.87844346,46.59266293,365,N,M,5,R,D,18,1,MD,7,NO,50,C,VIN,10,NON_SP
02711204,3a,-76.87641978,46.59254365,365,N,M,5,R,C,12,0,MD,4,NO,30,B,JIN,10,NON_SP
02711205,3a,-76.87374328,46.59238149,365,N,M,5,R,E,34,1,MD,8,NO,20,C,JIN,10,NON_SP
02711206,3a,-76.86946124,46.59217048,350,O,M,5,I,F,48,0,MR,18,NO,15,C,90,10,NON_SP
02711301,3a,-76.61422504,46.39621854,305,O,M,5,R,D,19,0,MR,6,NO,35,C,30,10,NON_SP
02711302,3a,-76.61297681,46.39628276,310,N,M,5,R,C,13,1,MD,7,NO,25,C,30,10,NON_SP
02711303,3a,-76.6103502,46.3963573,320,N,M,3,X,D,18,0,MD,7,NO,20,D,30,20,NON_SP
02711304,3a,-76.6084517,46.3963861,330,N,M,5,R,D,18,1,MD,5,NO,25,C,JIN,10,NON_SP
02711305,3a,-76.60711245,46.39645934,330,N,M,5,R,C,15,0,MD,7,NO,25,C,JIN,10,NON_SP
02711306,3a,-76.60380966,46.39655236,325,N,M,5,R,C,14,1,MD,5,NO,25,D,JIN,10,NON_SP
02711401,3a,-76.71377644,46.4747002,355,S,M,5,R,D,24,1,MD,6,NO,30,C,50,10,NON_SP
02711402,3a,-76.71317247,46.47677061,395,Totale,H,3,X,B,6,0,MR,11,NO,15,C,JIN,10,NON_SP
02711403,3a,-76.71281323,46.4781568,385,N,H,5,X,C,12,0,MD,6,NO,25,C,50,10,NON_SP
02711404,3a,-76.71188737,46.48119947,365,S,M,5,X,D,22,1,MR,10,NO,35,C,90,10,NON_SP
02711405,3a,-76.71156668,46.48246862,365,E,M,5,X,C,14,1,MR,7,NO,20,D,90,10,NON_SP
02711406,3a,-76.71105274,46.48428694,350,Totale,M,3,X,B,4,0,MR,9,NO,5,D,30,21,SP
02711501,3a,-76.75828087,46.4458362,290,Totale,B,0,R,A,2,0,MR,7,NO,0,B,30,10,NON_SP
02711502,3a,-76.7581311,46.44719508,290,Totale,B,0,R,A,2,0,MR,7,NO,15,D,30,10,NON_SP
02711503,3a,-76.75776468,46.44953511,305,Totale,M,3,X,C,13,0,MR,7,NO,15,C,30,10,NON_SP
02711504,3a,-76.75756613,46.45159586,305,E,M,5,C,C,13,0,MD,4,NO,10,NO,10,10,NON_SP
02711505,3a,-76.75727538,46.45343189,285,Totale,B,3,X,C,12,0,MR,6,NO,15,C,JIN,10,NON_SP
02711506,3a,-76.75708851,46.4552137,275,Totale,B,0,R,B,7,0,MR,6,NO,0,A,30,10,NON_SP
02711601,3a,-76.53222481,46.11088748,250,N,B,4,R,D,24,0,MD,6,NO,35,C,50,10,NON_SP
02711602,3a,-76.53142372,46.11259722,250,Totale,B,0,R,A,1,0,MD,9,NO,30,C,30,10,NON_SP
02711603,3a,-76.52995051,46.11553079,255,S,B,5,R,D,20,0,MD,8,NO,30,C,30,10,NON_SP
02711604,3a,-76.52913629,46.11715055,270,S,B,5,R,C,13,0,MR,8,NO,20,B,30,10,NON_SP
02711605,3a,-76.52805063,46.11938219,270,E,B,7,X,D,24,0,MR,5,NO,30,C,JIN,10,NON_SP
02711606,3a,-76.52754665,46.12061496,265,N,B,4,C,D,25,0,MR,7,NO,40,B,JIN,10,NON_SP
02711701,3a,-76.69957315,46.27245405,260,S,M,8,R,C,11,1,MD,4,NO,35,B,50,10,SP
02711702,3a,-76.70308361,46.27444525,290,Totale,M,3,X,C,13,0,MD,5,NO,5,C,JIN,10,NON_SP
02711703,3a,-76.70512495,46.27559325,290,N,M,5,R,D,17,1,MD,4,NO,5,C,30,10,NON_SP
02711704,3a,-76.70769964,46.27707314,290,Totale,M,0,R,B,4,0,MD,6,NO,15,A,30,10,NON_SP
02711705,3a,-76.7095982,46.27815834,290,Totale,M,0,R,A,3,0,MR,13,NO,15,D,90,10,NON_SP
02711706,3a,-76.71152283,46.27925245,275,N,M,8,C,B,5,1,TO,5,NO,65,D,JIN,20,NON_SP
02711801,3a,-76.57029643,46.28323231,335,N,M,7,C,C,9,1,MR,11,NO,25,C,JIN,10,NON_SP
02711802,3a,-76.57024399,46.28281847,350,N,M,5,R,C,14,0,MD,12,NO,35,C,50,21,NON_SP
02711803,3a,-76.5695399,46.28018273,370,E,H,5,R,E,34,0,MD,5,NO,20,B,JIN,10,NON_SP
02711804,3a,-76.56887419,46.2770521,350,O,H,5,R,D,20,0,MR,11,NO,30,A,50,10,NON_SP
02711805,3a,-76.56832644,46.27482112,320,O,M,6,X,D,17,0,MD,8,NO,30,C,JIN,10,NON_SP
02711806,3a,-76.56772643,46.27225727,310,Totale,B,0,R,A,2,0,MR,11,NO,2,D,10,10,NON_SP
02711901,3a,-76.52072897,46.53600467,365,N,M,5,R,D,18,1,MD,6,NO,25,C,JIN,10,NON_SP
02711902,3a,-76.51946491,46.53750736,335,Totale,M,6,R,A,3,0,MD,6,NO,40,D,JIN,10,NON_SP
02711903,3a,-76.51770555,46.53963988,345,E,M,5,R,C,13,1,MD,4,NO,25,D,JIN,10,NON_SP
02711904,3a,-76.51657167,46.54103455,350,O,M,5,R,D,16,0,MD,5,NO,25,C,JIN,10,NON_SP
02711905,3a,-76.51491636,46.54304107,380,Totale,H,4,R,B,7,1,MD,4,NO,15,B,VIN,10,NON_SP
02711906,3a,-76.51288289,46.54549743,335,E,B,5,R,E,31,2,MD,5,NO,20,D,50,10,NON_SP
02712001,3a,-76.51247243,46.34713298,275,Totale,B,0,R,A,0,0,SO,99,NO,0,C,120,20,NON_SP
02712002,3a,-76.5130054,46.34836552,290,E,M,5,R,D,19,2,MD,5,NO,25,B,VIN,10,NON_SP
02712003,3a,-76.51463033,46.35166726,290,Totale,H,3,R,A,3,0,MD,5,NO,20,A,90,10,NON_SP
02712004,3a,-76.51561842,46.35377244,290,Totale,B,0,R,A,0,0,SO,99,NO,0,D,VIN,20,NON_SP
02712005,3a,-76.51635957,46.35549078,290,S,M,5,R,D,18,1,MD,6,NO,20,B,90,10,NON_SP
02712006,3a,-76.51745177,46.35767691,290,Totale,H,4,R,C,11,0,MD,6,NO,20,B,JIN,10,NON_SP
02712101,3a,-76.80747264,46.34501983,270,S,B,5,R,B,8,0,MR,5,NO,20,B,JIN,10,NON_SP
02712102,3a,-76.80743187,46.3470173,300,O,M,5,R,D,30,0,MD,5,NO,35,D,JIN,10,NON_SP
02712103,3a,-76.80742148,46.34979743,325,O,M,4,R,C,13,0,MD,5,NO,15,C,JIN,10,NON_SP
02712104,3a,-76.80739632,46.3522627,350,Totale,H,3,X,C,10,0,MR,4,NO,10,B,JIN,10,NON_SP
02712105,3a,-76.80735228,46.35599661,335,Totale,M,3,X,C,12,0,MD,4,NO,20,B,70,10,NON_SP
02712106,3a,-76.80738549,46.3572831,320,E,M,5,R,C,14,1,MR,6,NO,15,D,JIN,10,NON_SP
02712201,3a,-76.70606454,46.59464172,410,O,M,7,C,C,15,0,MR,6,NO,50,C,50,10,NON_SP
02712202,3a,-76.70473516,46.59512993,430,O,M,4,R,D,19,0,MD,10,NO,25,B,JIN,10,NON_SP
02712203,3a,-76.70155498,46.59629615,455,Totale,M,3,X,B,5,0,MD,6,NO,25,B,JIN,10,NON_SP
02712204,3a,-76.69893532,46.59730837,490,O,H,5,R,F,50,1,MD,9,NO,30,C,50,10,NON_SP
02712205,3a,-76.69679771,46.59810377,535,O,M,5,C,C,9,1,MD,5,NO,25,B,JIN,10,NON_SP
02712206,3a,-76.69340863,46.5993511,470,E,B,5,R,B,7,0,MD,5,NO,25,B,JIN,10,NON_SP
02800101,3b,-75.44858093,45.91822068,280,N,M,5,I,D,30,0,MR,3,NO,75,B,VIN,10,NON_SP
02800102,3b,-75.44576655,45.91707002,350,O,H,5,I,F,50,0,MR,13,NO,90,B,90,10,NON_SP
02800103,3b,-75.44394959,45.91635142,330,E,H,4,R,F,44,0,MR,4,NO,70,A,70,10,NON_SP
02800104,3b,-75.44031583,45.91491411,350,O,H,5,R,F,58,1,MR,3,NO,80,B,70,10,NON_SP
02800105,3b,-75.43601825,45.91314659,370,S,H,8,C,C,15,2,MD,3,NO,70,A,70,10,NON_SP
02800201,3b,-75.25556717,45.98847083,290,N,B,4,R,D,19,0,MD,9,NO,15,B,JIN,10,NON_SP
02800202,3b,-75.25718336,45.99008102,280,O,B,5,R,B,6,0,MR,7,NO,40,NO,10,10,NON_SP
02800203,3b,-75.25830158,45.99202768,280,Totale,B,0,R,A,1,0,SO,99,NO,0,C,70,20,NON_SP
02800204,3b,-75.25933472,45.99316362,280,Totale,B,0,R,A,1,0,SO,99,NO,0,C,70,30,NON_SP
02800205,3b,-75.2606182,45.99465318,280,Totale,B,0,R,A,1,0,SO,99,NO,0,D,70,40,NON_SP
02800206,3b,-75.26216677,45.99641552,280,Totale,B,0,R,A,1,0,SO,99,NO,0,B,50,40,NON_SP
02800301,3b,-75.3276957,45.91391314,310,N,M,5,R,C,9,1,MU,8,NO,30,NO,10,10,NON_SP
02800302,3b,-75.32827013,45.91234441,320,N,M,5,R,D,18,0,MD,21,NO,20,C,50,10,NON_SP
02800303,3b,-75.32911646,45.91010362,360,N,H,4,R,D,18,0,MD,5,NO,45,A,JIN,10,NON_SP
02800304,3b,-75.33032899,45.90699379,390,Totale,H,3,X,B,8,0,MD,5,NO,45,C,70,10,NON_SP
02800305,3b,-75.33089836,45.90565894,380,E,H,7,C,C,12,0,MD,7,NO,40,D,JIN,10,NON_SP
02800306,3b,-75.33152547,45.90402774,390,N,H,4,R,C,15,0,MD,4,NO,45,NO,10,10,NON_SP
02800401,3b,-75.20005224,45.92161104,270,S,M,3,X,C,13,0,MD,4,NO,15,A,50,10,NON_SP
02800402,3b,-75.202703,45.92183012,300,N,M,5,R,E,35,0,MD,6,NO,20,A,30,10,NON_SP
02800403,3b,-75.20567392,45.92214275,350,E,H,5,R,E,35,1,MD,6,NO,15,A,VIN,10,NON_SP
02800404,3b,-75.20788649,45.92235674,350,O,H,4,X,E,34,0,MR,6,NO,15,B,30,10,NON_SP
02800405,3b,-75.21340478,45.9229049,370,E,H,6,R,C,15,3,MU,20,NO,20,B,90,10,NON_SP
02800406,3b,-75.21538541,45.92311614,420,Totale,H,9,R,C,15,0,SO,99,NO,0,B,50,20,NON_SP
02800501,3b,-75.04690893,45.94996276,280,E,M,7,C,D,17,0,MR,5,NO,60,C,30,10,NON_SP
02800502,3b,-75.04510718,45.94980486,280,N,M,4,R,D,17,0,MR,5,NO,40,C,30,10,NON_SP
02800503,3b,-75.04159564,45.94942718,280,S,M,5,R,C,15,0,MD,5,NO,50,A,JIN,10,NON_SP
02800504,3b,-75.03863553,45.94917341,260,O,M,7,R,C,10,0,TO,27,NO,10,C,50,21,NON_SP
02800505,3b,-75.03558662,45.94886443,290,N,M,4,R,D,20,0,MR,5,NO,20,A,50,10,NON_SP
02800506,3b,-75.03297568,45.948579,250,E,B,5,R,F,55,2,MR,7,NO,30,A,50,10,NON_SP
02800601,3b,-75.04245712,45.90030989,230,N,H,7,R,B,4,1,MR,7,NO,25,B,50,10,NON_SP
02800602,3b,-75.04204976,45.90208628,250,S,H,5,R,B,7,1,MD,6,NO,70,D,50,10,NON_SP
02800603,3b,-75.0416632,45.90405188,270,S,H,5,X,E,31,1,MD,4,NO,25,B,30,10,NON_SP
02800604,3b,-75.04100359,45.90659886,300,O,B,4,R,E,39,0,MR,5,NO,35,A,30,10,NON_SP
02800605,3b,-75.04052974,45.90894125,300,Totale,H,3,X,B,7,0,MR,3,NO,30,B,30,10,NON_SP
02800606,3b,-75.04028074,45.9100808,280,E,H,5,R,D,21,2,MU,7,NO,50,A,30,10,NON_SP
02800607,3b,-75.03986388,45.91172208,270,N,H,7,R,C,15,2,MR,2,NO,45,D,30,10,NON_SP
02800701,3b,-74.8033476,45.96492374,270,E,M,5,X,F,70,0,MR,5,NO,70,B,JIN,10,NON_SP
02800702,3b,-74.80559142,45.96487113,330,N,H,4,R,D,20,1,MR,6,NO,35,B,70,10,NON_SP
02800703,3b,-74.80746052,45.96479577,340,E,H,4,R,D,21,1,MD,4,NO,35,B,70,10,NON_SP
02800704,3b,-74.81087877,45.96475661,310,E,H,5,C,F,58,1,MD,6,NO,55,B,VIN,10,NON_SP
02800705,3b,-74.81512255,45.96470785,300,O,H,5,I,F,41,0,MD,8,NO,40,B,VIN,10,NON_SP
02800706,3b,-74.81781696,45.96461382,260,N,M,7,R,D,25,1,MD,6,NO,35,B,VIN,10,NON_SP
02800801,3b,-74.91406712,45.91276944,230,Totale,M,6,X,B,7,0,MR,8,NO,20,B,50,10,NON_SP
02800802,3b,-74.91000481,45.9121898,230,O,M,5,X,D,28,0,MR,5,NO,10,NO,10,10,NON_SP
02800803,3b,-74.90842654,45.91196632,260,O,M,5,R,D,20,2,MR,6,NO,25,NO,10,10,NON_SP
02800804,3b,-74.905266,45.91124636,240,E,M,3,X,D,18,0,MD,4,NO,40,B,50,10,NON_SP
02800805,3b,-74.90372113,45.91092649,230,E,M,5,C,E,36,2,MD,3,NO,15,NO,10,10,NON_SP
02800806,3b,-74.90010918,45.91081784,220,Totale,M,0,R,A,3,0,TO,10,NO,0,C,30,40,NON_SP
02800901,3b,-74.991722,45.94315745,270,Totale,M,3,I,B,4,0,MR,9,NO,30,B,50,10,NON_SP
02800902,3b,-74.9885699,45.94537604,300,S,M,4,X,D,28,0,MD,12,NO,60,A,50,10,NON_SP
02800903,3b,-74.98761116,45.94618033,280,E,M,5,R,E,34,1,MR,7,NO,25,D,50,10,NON_SP
02800904,3b,-74.98607722,45.94718106,270,E,M,8,C,C,13,0,SO,78,NO,0,B,50,10,NON_SP
02800905,3b,-74.98378708,45.94884843,270,Totale,M,0,R,A,2,0,MR,10,NO,60,B,50,10,NON_SP
02800906,3b,-74.98129194,45.95057239,310,O,M,4,X,D,22,0,MR,8,NO,20,A,JIN,10,NON_SP
02801001,3b,-74.98140679,46.11150375,330,N,H,5,X,D,21,3,MD,8,NO,35,A,50,10,NON_SP
02801002,3b,-74.98052691,46.11149716,360,O,H,5,R,D,16,2,MD,8,NO,65,A,50,10,NON_SP
02801003,3b,-74.97611339,46.11141928,350,S,H,5,C,B,8,2,MU,15,NO,40,A,50,10,NON_SP
02801004,3b,-74.97290185,46.11129876,320,E,H,5,R,C,13,3,MD,10,NO,30,A,JIN,10,NON_SP
02801005,3b,-74.97024762,46.11121597,300,Totale,M,7,C,B,5,0,MR,17,NO,55,B,50,20,NON_SP
02801006,3b,-74.96632554,46.1111314,305,E,M,7,C,F,47,1,MD,6,NO,65,A,VIN,10,NON_SP
02801101,3b,-74.91067945,46.06020355,280,N,M,5,R,D,20,1,MD,4,NO,55,B,JIN,10,NON_SP
02801102,3b,-74.91199883,46.05669617,330,E,H,5,R,C,9,0,MD,4,NO,60,D,50,10,NON_SP
02801103,3b,-74.9124826,46.05539453,310,S,H,7,C,D,20,1,MD,10,NO,40,D,JIN,10,NON_SP
02801104,3b,-74.91327234,46.05342328,300,E,H,5,I,D,18,0,MD,5,NO,50,D,JIN,10,NON_SP
